"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2226,-23.7547994127308,-51.2469965303067,5.02083765296268,0.653682935632221,"sintetico_postestratificado",FALSE,0.416134941504913,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","099","Maltrata"
2227,-23.1279223456162,-47.8767396738461,3.72098340656268,0.68810294382828,"muestra_directa",TRUE,0.456823720372117,"muestra_directa",TRUE,TRUE,TRUE,"30","105","Medellín de Bravo"
2228,-22.9579449196076,-50.428979701411,8.56551058461556,0.607408610477606,"sintetico_postestratificado",FALSE,0.37782916128153,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","184","Tlaquilpa"
2229,-29.5887839090683,-55.298276731083,-2.84424689380377,0.643988531601471,"muestra_directa",TRUE,0.348100692510787,"muestra_directa",TRUE,TRUE,TRUE,"30","175","Tihuatlán"
2230,-23.6554013199652,-50.0311676633545,5.37396496302855,0.617001918931619,"sintetico_postestratificado",FALSE,0.380447905731967,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","178","Tlacotalpan"
2231,-25.0188925564035,-50.7841182552084,3.00517183232433,0.574279648602377,"sintetico_postestratificado",FALSE,0.324090723038343,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","180","Tlachichilco"
2232,-22.681880939955,-50.5103923283582,8.26839834028427,0.603201067032163,"sintetico_postestratificado",FALSE,0.376382257632613,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","137","Los Reyes"
2233,-24.2109773142108,-50.7275083878488,2.73581574257277,0.647928307513576,"muestra_directa",TRUE,0.405818534371468,"muestra_directa",TRUE,TRUE,TRUE,"30","196","Yanga"
2234,-22.9290329436434,-49.5323751630676,8.21584879570609,0.607902318173477,"sintetico_postestratificado",FALSE,0.378611988737042,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","197","Yecuatla"
2235,-25.088839125277,-53.0044248152512,4.36033444498579,0.59291705260103,"sintetico_postestratificado",FALSE,0.34202866134826,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","198","Zacualpan"
2236,-23.9325538536058,-52.448002563187,8.96945920365667,0.635993142148184,"sintetico_postestratificado",FALSE,0.396667603612126,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","139","Saltabarranca"
2237,-24.8313885994374,-52.4857692158788,5.41941297957127,0.637837908485338,"sintetico_postestratificado",FALSE,0.389524022490964,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","186","Tomatlán"
2238,-23.9833021911913,-51.7593185686879,6.45452148052429,0.586437487150414,"sintetico_postestratificado",FALSE,0.346604465238501,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","200","Zentla"
2239,-26.760765884855,-54.6215527432313,3.53014058360203,0.590678091724114,"sintetico_postestratificado",FALSE,0.323070432875563,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","202","Zontecomatlán de López y Fuentes"
2240,-25.1970198886082,-51.5761233712672,4.38636915346382,0.637864107201387,"sintetico_postestratificado",FALSE,0.385893908315304,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","204","Agua Dulce"
2241,-23.6002250171012,-51.1080596423083,7.72174272521195,0.634617369026306,"sintetico_postestratificado",FALSE,0.398615118855294,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","207","Tres Valles"
2242,-23.2690166182955,-48.7212884098471,7.65024953875999,0.618874238103239,"sintetico_postestratificado",FALSE,0.386184071920284,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","208","Carlos A. Carrillo"
2243,-22.9388333485639,-47.6112170976927,5.58096451362997,0.597816692993355,"muestra_directa",TRUE,0.368428359507716,"muestra_directa",TRUE,TRUE,TRUE,"30","201","Zongolica"
2244,-24.2450955834081,-49.5446838527923,3.95771341987623,0.651484740760133,"sintetico_postestratificado",FALSE,0.409033784926052,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","181","Tlalixcoyan"
2245,-22.3341377051697,-48.3542087566529,9.39997639210114,0.629861110090201,"sintetico_postestratificado",FALSE,0.406519733038504,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","182","Tlalnelhuayocan"
