"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
774,0.538461538461538,0.450607083865904,0.448588448588449,13,2,"1-2"
776,0.142857142857143,0.345983708006456,0.448588448588449,14,1,"1-2"
777,0.636363636363636,0.368687473136319,0.448588448588449,11,1,"1-2"
778,0.8,0.357325420695997,0.448588448588449,5,4,"3+"
788,0.534246575342466,0.470746047025418,0.448588448588449,73,6,"3+"
789,0.526315789473684,0.474470342825307,0.448588448588449,19,3,"3+"
792,0.375,0.443450613931905,0.448588448588449,16,0,"0"
793,0.375,0.429386093615006,0.448588448588449,24,3,"3+"
795,0.428571428571429,0.488772065333374,0.448588448588449,7,4,"3+"
802,0.375,0.42726854673866,0.448588448588449,8,0,"0"
809,0.5,0.417631371259213,0.448588448588449,16,0,"0"
819,0.666666666666667,0.478291281893928,0.448588448588449,6,1,"1-2"
821,0.5,0.458973318331726,0.448588448588449,8,0,"0"
824,0.636363636363636,0.546873997137168,0.448588448588449,11,1,"1-2"
828,0.470588235294118,0.406661810217507,0.448588448588449,17,0,"0"
837,0.666666666666667,0.511651742433259,0.448588448588449,3,1,"1-2"
839,0.333333333333333,0.45390429457248,0.448588448588449,9,1,"1-2"
850,0.5,0.524546549725345,0.448588448588449,6,0,"0"
851,0.6,0.440580738028867,0.448588448588449,20,0,"0"
852,0.348837209302326,0.429871562560889,0.448588448588449,43,2,"1-2"
854,0.571428571428571,0.634783676425984,0.448588448588449,7,0,"0"
858,0.454545454545455,0.440934168209378,0.448588448588449,33,0,"0"
867,0.25,0.39061018619534,0.448588448588449,12,1,"1-2"
873,0.0769230769230769,0.306496943874249,0.448588448588449,13,0,"0"
877,0.625,0.536812222279612,0.448588448588449,8,0,"0"
883,0.3,0.416984636688955,0.448588448588449,10,1,"1-2"
885,0.555555555555556,0.33948924047156,0.448588448588449,9,3,"3+"
886,0.5,0.455667801293468,0.448588448588449,6,1,"1-2"
889,0.5,0.554077944318303,0.448588448588449,4,1,"1-2"
892,0.166666666666667,0.387793432833183,0.448588448588449,12,1,"1-2"
894,0.454545454545455,0.434642215011948,0.448588448588449,11,1,"1-2"
902,0.545454545454545,0.452067487052817,0.448588448588449,11,2,"1-2"
906,0.333333333333333,0.435459092515792,0.448588448588449,6,2,"1-2"
910,0.405405405405405,0.412492237471282,0.448588448588449,37,2,"1-2"
911,0.75,0.334046491664356,0.448588448588449,12,2,"1-2"
915,0.45,0.388926131092046,0.448588448588449,20,3,"3+"
916,0.375,0.403904083472556,0.448588448588449,8,2,"1-2"
917,0.111111111111111,0.427106700379016,0.448588448588449,9,1,"1-2"
919,1,0.643457602035509,0.448588448588449,2,4,"3+"
921,0.357142857142857,0.349751360484118,0.448588448588449,14,3,"3+"
926,0.777777777777778,0.516831755931155,0.448588448588449,9,3,"3+"
928,0.434782608695652,0.477344294788607,0.448588448588449,23,2,"1-2"
931,0.2,0.349586984587673,0.448588448588449,10,2,"1-2"
933,0.67741935483871,0.404112410758749,0.448588448588449,31,2,"1-2"
934,0.25,0.340649586021712,0.448588448588449,4,1,"1-2"
935,0.333333333333333,0.363452390340178,0.448588448588449,15,4,"3+"
936,0.391304347826087,0.411369565623117,0.448588448588449,23,3,"3+"
937,0.5,0.586339534854767,0.448588448588449,4,2,"1-2"
938,0.333333333333333,0.458863740015693,0.448588448588449,15,5,"3+"
939,0.431034482758621,0.424482681035826,0.448588448588449,58,4,"3+"
940,0.125,0.360376734993759,0.448588448588449,8,1,"1-2"
941,0.344827586206897,0.446829789663971,0.448588448588449,29,3,"3+"
943,0.25,0.380430177106939,0.448588448588449,8,1,"1-2"
948,0.352941176470588,0.469961711811488,0.448588448588449,17,1,"1-2"
949,0.391752577319588,0.487402975541959,0.448588448588449,97,3,"3+"
952,0.230769230769231,0.553398758886211,0.448588448588449,13,3,"3+"
953,0.428571428571429,0.425175449468374,0.448588448588449,7,3,"3+"
954,0.470588235294118,0.437708516259782,0.448588448588449,17,3,"3+"
956,0.470588235294118,0.475373643558163,0.448588448588449,34,2,"1-2"
957,0.25,0.439594103238101,0.448588448588449,4,2,"1-2"
958,0.5,0.50709976985314,0.448588448588449,20,5,"3+"
959,0.363636363636364,0.449321242713093,0.448588448588449,22,3,"3+"
960,0.333333333333333,0.549362648248726,0.448588448588449,6,2,"1-2"
963,0.411764705882353,0.460061121956952,0.448588448588449,17,2,"1-2"
964,0.1875,0.470338059210362,0.448588448588449,16,3,"3+"
966,0.324324324324324,0.455810911840757,0.448588448588449,37,5,"3+"
967,0.666666666666667,0.462844693650642,0.448588448588449,6,1,"1-2"
970,0,0.398818559749784,0.448588448588449,1,2,"1-2"
971,0.333333333333333,0.399630521015947,0.448588448588449,12,3,"3+"
972,0.875,0.620584704689397,0.448588448588449,8,2,"1-2"
973,0.642857142857143,0.493216558127495,0.448588448588449,14,5,"3+"
974,0.35,0.428742660169534,0.448588448588449,20,2,"1-2"
975,0.326923076923077,0.3883506106334,0.448588448588449,52,5,"3+"
978,0.1,0.320552684114446,0.448588448588449,10,2,"1-2"
980,0.488372093023256,0.541451153342991,0.448588448588449,129,8,"3+"
981,0.604651162790698,0.555014481794385,0.448588448588449,43,4,"3+"
982,1,0.787746863452132,0.448588448588449,1,2,"1-2"
984,0,0.311072491972353,0.448588448588449,3,2,"1-2"
985,0.462686567164179,0.424035842317485,0.448588448588449,67,6,"3+"
986,0.5,0.434509422406233,0.448588448588449,38,0,"0"
990,0.63855421686747,0.539184100207597,0.448588448588449,83,4,"3+"
995,0.625,0.516669036593155,0.448588448588449,8,1,"1-2"
996,0.392857142857143,0.356977211076649,0.448588448588449,28,5,"3+"
998,0.436619718309859,0.454839168289933,0.448588448588449,71,4,"3+"
